Concept URI,Sprememba
http://data.europa.eu/esco/skill/b6bdf202-524f-475d-b813-2aa9af005c37,  + Dodano: move objects
http://data.europa.eu/esco/skill/476b2f93-c92d-4aa4-ae0e-eefd224497c3,  - Odstranjeno: maintain ore processing equipment
http://data.europa.eu/esco/skill/4238dbb8-2ada-43a6-b33b-f2eb98825b49,  + Dodano: prepare the assessment of prior learning
http://data.europa.eu/esco/skill/9be758b6-a45d-403c-8943-68390ee2c961,  + Dodano: quantity surveying
http://data.europa.eu/esco/skill/c779cf40-506b-44b6-a366-b3bff0a5e11a,  + Dodano: use intranet
http://data.europa.eu/esco/skill/04dfd9fb-e0cf-40f6-96c6-9d2280c4347e,  - Odstranjeno: provide technical documentation
http://data.europa.eu/esco/skill/6d25ef0c-9f6c-4e46-acf3-b2ae022f85f6,  - Odstranjeno: manage personnel
http://data.europa.eu/esco/skill/ff64e9fc-36dd-4035-872a-83aa41dc1ad9,  + Dodano: communicate with a non-scientific audience 
http://data.europa.eu/esco/skill/51b18096-85e6-425b-bb15-03a74eeda0dc,"  - Staro: identify market requirements for documentation
  + Novo: identify market requirements for ICT documentation"
http://data.europa.eu/esco/skill/18119ac9-9e43-4da3-8b79-45dd75fe6510,  - Odstranjeno: maintain working relationships
http://data.europa.eu/esco/skill/5ddcee55-4da6-425f-a582-6710b0182a2d,"  - Staro: help create choreographic material
  + Novo: create choreographic material"
http://data.europa.eu/esco/skill/b55376e1-41c3-45f8-9b35-d3e7b1288a33,  + Dodano: evaluate vehicle ecological footprint
http://data.europa.eu/esco/skill/282a379e-249d-4cae-81ec-ce901a571801,"  - Staro: analyse score
  + Novo: analyse music score"
http://data.europa.eu/esco/skill/5195eebc-f400-467c-97a3-6f9fbf136169,  + Dodano: geothermal energy
http://data.europa.eu/esco/skill/248951cc-3b10-447f-a4b2-0037e6e7a9ab,"  - Staro: handle patients with special needs
  + Novo: assist patients with special needs"
http://data.europa.eu/esco/skill/30dce29d-0518-4f5d-aeb0-2b5b49e3afbe,  + Dodano: aquaponics
http://data.europa.eu/esco/skill/b3452779-ece5-4cc9-8872-87953f9fe0b4,  + Dodano: follow a tech pack
http://data.europa.eu/esco/skill/64bd4157-5df0-4166-8259-ede237dd7cdf,  + Dodano: estimate impact of risks
http://data.europa.eu/esco/skill/80c2dbaa-806e-412c-95ec-074b3294ac61,  - Odstranjeno: write greeting card verses
http://data.europa.eu/esco/skill/b856655a-ee98-481f-a5a3-b0abc45f6ad5,  + Dodano: molecular gastronomy 
http://data.europa.eu/esco/skill/97cec1a9-c081-4757-9167-f4a8d7e590b8,  + Dodano: skateboard
http://data.europa.eu/esco/skill/3bc08c26-2f98-4730-bbb6-ec4a8566e3cf,  + Dodano: procurement lifecycle
http://data.europa.eu/esco/skill/e155df53-9ec8-4076-80b9-21056a8b8ef2,  - Odstranjeno: clean ride units
http://data.europa.eu/esco/skill/ec4de8aa-9ba4-412b-832d-93361210eae3,  + Dodano: marine technology
http://data.europa.eu/esco/skill/e6577397-05de-4b4d-8755-7d28ca7fe7dd,  + Dodano: assess powertrain
http://data.europa.eu/esco/skill/7dc7f1fc-509e-4654-9840-f79c67f3634b,  - Odstranjeno: assess food samples
http://data.europa.eu/esco/skill/c6c1af60-9594-460c-a328-00f9ad292be0,  + Dodano: coaching techniques
http://data.europa.eu/esco/skill/e9d6ebab-13ad-45ce-a955-fc3f1e56add8,  + Dodano: plan measures to safeguard natural protected areas
http://data.europa.eu/esco/skill/3c1622fc-6c95-4b51-98da-1814ebe6e889,  + Dodano: geothermal energy systems
http://data.europa.eu/esco/skill/b24b1b8e-bc16-4280-a599-8e2ee1ed962b,  + Dodano: action research
http://data.europa.eu/esco/skill/d139c98e-1fc6-4d5f-838b-5c93cd51ac1a,  - Odstranjeno: maintain relationships with others in the performing arts
http://data.europa.eu/esco/skill/3a09d732-08b9-4c90-8fd3-34e2d69ce084,  + Dodano: explain blockchain implications
http://data.europa.eu/esco/skill/75ef4eed-fe57-47fd-92e9-e63f3121d5b8,  - Odstranjeno: carry out internet research
http://data.europa.eu/esco/skill/d05c950b-40ac-4d40-92d6-d6aa6063db7f,  + Dodano: economic anthropology
http://data.europa.eu/esco/skill/ccb2e5f2-4279-48fd-9d85-a1db42ff1e13,  + Dodano: project configuration management
http://data.europa.eu/esco/skill/04383349-705d-4da7-ae05-12b8c84d6bf1,  - Odstranjeno: interact with programmer on intention of consultancy work
http://data.europa.eu/esco/skill/d87269e5-722f-451a-8616-4f9e13431e57,"  - Staro: supply veterinary medicine under professional direction
  + Novo: supply veterinary medicine "
http://data.europa.eu/esco/skill/cbc7df80-92ee-4262-b229-1b0b48475991,"  - Staro: spirit taxation regulations
  + Novo: comply with spirit taxation regulations"
http://data.europa.eu/esco/skill/798d60b0-b089-4035-94b2-a26386aa7d5a,  - Odstranjeno: take payments for bills
http://data.europa.eu/esco/skill/0c50c0cb-00d7-42a6-83e5-242fbbd8b813,  - Odstranjeno: speak in public
http://data.europa.eu/esco/skill/6760419a-1d16-4c12-b85c-7ec32596d24a,  + Dodano: canon law
http://data.europa.eu/esco/skill/fd351092-800e-402a-a9cb-7b17c4d51663,  + Dodano: maintain professional boundaries in social work
http://data.europa.eu/esco/skill/02e235f4-a30a-412a-a06e-1c471ad28678,"  - Staro: follow control of substances hazardous to health procedures
  + Novo: follow procedures to control substances hazardous to health"
http://data.europa.eu/esco/skill/8744f28f-59a9-45af-8ef6-6944cb5a1473,  + Dodano: risk identification
http://data.europa.eu/esco/skill/0fc46898-7875-4e60-93a6-fcc7f2c11579,"  - Staro: water currents
  + Novo: effect of water currents"
http://data.europa.eu/esco/skill/13b1cb64-7887-454e-95f2-eed8680c172b,  - Odstranjeno: produce smoking pipe parts
http://data.europa.eu/esco/skill/13b4a3d2-abdf-4442-8e52-d7464a58ecbc,  + Dodano: adjust to physical demands
http://data.europa.eu/esco/skill/5bf97b49-74b4-4d4d-9d07-5b51ab1cd704,"  - Staro: develop wildlife programmes
  + Novo: develop wildlife programs"
http://data.europa.eu/esco/skill/169239b5-3644-4e23-8a85-4f5896dbdb8e,  - Odstranjeno: apply medical first aid in case of emergency
http://data.europa.eu/esco/skill/2e227d5d-649b-48dc-99ca-2389bbc1140f,  - Odstranjeno: support gender equality
http://data.europa.eu/esco/skill/3a699f1e-3803-4c1b-b6a8-6230cca92933,  + Dodano: maintain additive manufacturing systems
http://data.europa.eu/esco/skill/af6db8f7-aeb8-40e7-97e1-22110ce6c7c6,  - Odstranjeno: use Bing
http://data.europa.eu/esco/skill/ee37ecf2-c67b-4d3d-aaf9-5d0cf4962ce1,  - Odstranjeno: maintain auxiliary ore processing systems
http://data.europa.eu/esco/skill/1206e8cd-529a-494e-afb3-3c73988f7897,  - Odstranjeno: slaughter fur animals
http://data.europa.eu/esco/skill/d1052480-60f7-404b-83f1-254666daf790,"  - Staro: clean street furniture
  + Novo: clean public furniture"
http://data.europa.eu/esco/skill/ac349e07-a3dd-463e-9575-e87567669db0,  - Odstranjeno: write up a list of technical specifications
http://data.europa.eu/esco/skill/05cddb12-85c8-4efc-a149-fb642e90a00e,  - Odstranjeno: fabricate V-belts
http://data.europa.eu/esco/skill/c84b98b2-36bd-4742-84b6-9e5c30ce1407,"  - Staro: communicate by use of interpretation in social services
  + Novo: communicate by use of interpretation services"
http://data.europa.eu/esco/skill/d71a09e6-04a7-4588-9ae5-d2e205238c29,"  - Staro: carry out veterinary professional communication to the public
  + Novo: provide veterinary information to the public"
http://data.europa.eu/esco/skill/9e4dc918-cc74-432e-9b39-53b1b606748a,"  - Staro: advise on site selection
  + Novo: advise on archaeological sites"
http://data.europa.eu/esco/skill/7f2afce6-e98b-4bbe-8441-d52b45e28ab8,  + Dodano: telecom regulations
http://data.europa.eu/esco/skill/a0380e94-61dc-4dc4-b1f8-61d768fbc6db,"  - Staro: subject of coaching
  + Novo: subject of music coaching"
http://data.europa.eu/esco/skill/f4bcdb75-df28-441d-a52b-9730904f36a1,  + Dodano: exercise rights and responsibilities
http://data.europa.eu/esco/skill/a13c6c28-d876-4364-ac3f-450dbceae06c,"  - Staro: interpret inland water transport regulations
  + Novo: implement inland water transport regulations"
http://data.europa.eu/esco/skill/670f8eea-f25b-4c3f-97ef-a4729d4c63d6,  + Dodano: smart contract
http://data.europa.eu/esco/skill/1368c06f-202d-4776-8153-93aed512cc64,  + Dodano: perform contract reporting and evaluation
http://data.europa.eu/esco/skill/fca765cf-69ae-4023-aa0d-689a7d731d34,"  - Staro: prevent outbreaks of communicable diseases in the community
  + Novo: prevent communicable diseases' outbreaks"
http://data.europa.eu/esco/skill/726abd5a-d23c-44b9-abb0-f22bbe95f1d3,  + Dodano: operational research
http://data.europa.eu/esco/skill/f64b7f4d-e89e-4920-8674-b75a9cd63389,  + Dodano: inspect tidal stream generators
http://data.europa.eu/esco/skill/00b9a3aa-7070-4bb5-8020-f228a97cf42f,  + Dodano: draft scientific or academic papers and technical documentation
http://data.europa.eu/esco/skill/8bbdb795-0deb-478f-91e4-5238867ed8ba,  + Dodano: blockchain terminology
http://data.europa.eu/esco/skill/51b53bb3-7a67-4ce8-b959-c7f6c4af3456,  - Odstranjeno: manage operational budgets
http://data.europa.eu/esco/skill/cbbcdb44-d929-4eee-aa1f-dfd81417c9f7,  - Odstranjeno: plan rig work schedules
http://data.europa.eu/esco/skill/9aa2a1cb-37a6-4f3b-9610-0dadee1ec8ed,  + Dodano: communicate with elderly groups 
http://data.europa.eu/esco/skill/ae4f0cc6-e0b9-47f5-bdca-2fc2e6316dce,"  - Staro: manage ICT virtualisation machines
  + Novo: manage ICT virtualisation environments"
http://data.europa.eu/esco/skill/6575ae00-deb8-44fe-90a0-d8171d88177d,  + Dodano: perform refrigerant leak checks
http://data.europa.eu/esco/skill/7b49115c-8a9b-4474-9d88-cee7732174c8,"  - Staro: provide quality assurance for meteorological services
  + Novo: provide quality assurance for meteorological services+H40"
http://data.europa.eu/esco/skill/2e5d8410-00fd-4c3e-87fa-7c72c0d235ba,  + Dodano: marine biology 
http://data.europa.eu/esco/skill/84f583f4-f32a-4202-9b92-e25f0c978410,  + Dodano: core banking software
http://data.europa.eu/esco/skill/d822b4b2-26c7-4bd9-970d-229c6504f615,  + Dodano: create digital content
http://data.europa.eu/esco/skill/f34ee429-b36d-49f9-a927-80b67a467cc8,"  - Staro: adapt to different roles
  + Novo: adapt to acting roles"
http://data.europa.eu/esco/skill/60032986-43ac-4c26-a830-c825f3fa205a,  + Dodano: design district heating and cooling energy systems
http://data.europa.eu/esco/skill/829d1376-41bf-4c41-9bc3-62dce647677c,  + Dodano: artificial lighting systems
http://data.europa.eu/esco/skill/df18ce7d-6e61-48ee-bd35-96988d808a7c,  + Dodano: implement fire safety management plans
http://data.europa.eu/esco/skill/e6d8fc29-3217-45e7-b36e-9abb6d39f5a9,"  - Staro: lead clinical pharmacology studies
  + Novo: monitor patients during clinical tests"
http://data.europa.eu/esco/skill/69a13bed-1b33-455d-bf82-13e603f6c859,  + Dodano: European political studies
http://data.europa.eu/esco/skill/dada8e80-2a53-41bf-9eac-f8c1f9971bed,  + Dodano: sustainable building materials
http://data.europa.eu/esco/skill/deb3c1bc-d48a-42e6-b0cc-cb238534ec28,  + Dodano: apply knowledge of social sciences and humanities
http://data.europa.eu/esco/skill/3cbe7548-973c-416f-8af9-d0484f0bba99,  + Dodano: maritime electric drives
http://data.europa.eu/esco/skill/88b0c49e-7c2e-4ccc-aca3-fbd4bbc2081c,  + Dodano: make an informed use of the health-care system
http://data.europa.eu/esco/skill/62516614-d038-4cfb-a134-0d67a374ff18,  + Dodano: delineate organs at risk 
http://data.europa.eu/esco/skill/7d70ed20-1c29-4ce3-bda5-9ba6c957a2d2,  + Dodano: types of wave energy converters
http://data.europa.eu/esco/skill/13bdd41a-2a18-441f-96db-41252c519413,"  - Staro: Visual Studio .NET
  + Novo: Visual Basic"
http://data.europa.eu/esco/skill/d41993df-a3c2-4d90-81e9-77ce76a5ca17,"  - Staro: support the development of sport activities in education
  + Novo: support sport activities in education"
http://data.europa.eu/esco/skill/497705d7-7a03-4a68-99f3-69d2de9366f4,"  - Staro: undertake risk assessment of clients
  + Novo: undertake risk assessment of social service users"
http://data.europa.eu/esco/skill/f3033b6b-c4d5-42a0-a5ed-c239c1c4ffc4,"  - Staro: ensure special requirements for goods in storage
  + Novo: ensure safety conditions in storage rooms"
http://data.europa.eu/esco/skill/02058de6-4b98-449f-8a45-8588b0eb2446,  + Dodano: network engineering
http://data.europa.eu/esco/skill/6391d9ad-165e-4c42-80af-1b478db422e6,  + Dodano: improve customer traveling experiences with augmented reality
http://data.europa.eu/esco/skill/d0b09515-58bb-4d8f-85ae-837a7e0ac388,"  - Staro: provide geophysical support
  + Novo: advise on geophysical procedures"
http://data.europa.eu/esco/skill/3364034e-78b0-4faf-8dab-6b40bec41159,  + Dodano: types of lubricants
http://data.europa.eu/esco/skill/f0f2da78-ef60-4653-b2c8-ff0a7a9ea2f8,"  - Staro: instruct library users
  + Novo: instruct library users in digital literacy"
http://data.europa.eu/esco/skill/3ecde258-d1c6-4d6a-bfa7-ec4c5e4fc700,  + Dodano: develop green compounding solutions
http://data.europa.eu/esco/skill/7e5a7bec-0e19-4a35-b27b-1c4a6d9c4de0,  + Dodano: mathematical physics
http://data.europa.eu/esco/skill/699c949a-699a-4858-a02e-a63f66872d6f,  + Dodano: blockchain concept application
http://data.europa.eu/esco/skill/9c6974e1-8d8b-43e9-b6b0-75da7634bfc9,  + Dodano: fundamental analysis
http://data.europa.eu/esco/skill/075c411b-c5cd-4238-be12-d6b284a4130c,  + Dodano: identify information needs of young people
http://data.europa.eu/esco/skill/f2412a5c-8072-4cd7-8fa1-806864f91276,  + Dodano: by-products 
http://data.europa.eu/esco/skill/dfe95f86-64d7-4e90-8505-349311940683,  - Odstranjeno: implement training programmes for animals
http://data.europa.eu/esco/skill/dd5451c6-a006-4218-bf94-348d81bed42f,  + Dodano: conservation agriculture
http://data.europa.eu/esco/skill/07ebc888-0f3f-46e7-99d2-a7c7ebd7ffe3,  + Dodano: property management software
http://data.europa.eu/esco/skill/77931759-69af-4637-8b26-c8376f9240e2,  + Dodano: international business
http://data.europa.eu/esco/skill/171bfbed-3e72-4d27-b37e-4b4024221085,  + Dodano: provide youth information counselling
http://data.europa.eu/esco/skill/ec4b8a2b-c20c-4c0f-bef0-fcc1f5f42c40,  - Odstranjeno: use ICT peripherals
http://data.europa.eu/esco/skill/69a8d03b-d132-4e45-a59f-d84e4ad362a1,  + Dodano: oversee yarn characterisation
http://data.europa.eu/esco/skill/503e6a9a-1291-41aa-9c09-67f644e8a257,  - Odstranjeno: perform demanding weldments
http://data.europa.eu/esco/skill/38043abb-ebc6-4e8d-89f1-fdb9cf5d53de,"  - Staro: monitor activities
  + Novo: monitor artistic activities"
http://data.europa.eu/esco/skill/14f4a9a6-8572-431e-9847-4da2975d85b4,"  - Odstranjeno: prepare, load and unload dangerous goods vehicles"
http://data.europa.eu/esco/skill/6ac62059-f71c-4c4c-8aa8-91202816f773,  + Dodano: badminton
http://data.europa.eu/esco/skill/49dd67a9-d0a6-4375-b856-85e09032fdac,"  - Staro: keep up to date with subject knowledge
  + Novo: keep up-to-date with training subjects"
http://data.europa.eu/esco/skill/930c5458-9b5d-4438-bef6-fc69c2c08548,"  - Staro: oversee aircraft sensors and recording systems
  + Novo: oversee aircraft sensor and recording systems"
http://data.europa.eu/esco/skill/93350886-a21b-4e61-a1b1-319a325c0f90,  + Dodano: express yourself creatively
http://data.europa.eu/esco/skill/7e5147d1-60b1-4a68-804b-1f5cb0396b91,  + Dodano: problem-solving with digital tools
http://data.europa.eu/esco/skill/a68bdf1e-b325-4880-b456-192c2891931a,  + Dodano: maintain physical fitness
http://data.europa.eu/esco/skill/d663e407-33c6-4397-b40e-dced5ebe20b5,  + Dodano: computational chemistry
http://data.europa.eu/esco/skill/1da808a1-419f-4e7c-b714-8287f1842546,  - Odstranjeno: support company plan
http://data.europa.eu/esco/skill/7dd47a58-f485-4002-8467-d09e6df7871c,"  - Staro: product range of railway companies
  + Novo: advise customers on the product range of railway companies"
http://data.europa.eu/esco/skill/ef7562b2-f176-4d7c-a0b2-27ae8cce0b7d,  + Dodano: react to physical changes or hazards
http://data.europa.eu/esco/skill/80717e6c-03ee-47bc-a2de-cca28873d495,  - Odstranjeno: harvest mulberry leaves
http://data.europa.eu/esco/skill/749ae61c-fe7b-461b-8bc3-349f46617ee7,"  - Staro: scan an animal to locate a microchip
  + Novo: locate microchip in animals"
http://data.europa.eu/esco/skill/956cd4b3-6cf2-4871-b275-9a34a770c633,"  - Staro: advise on social service process
  + Novo: advise on provision of social services "
http://data.europa.eu/esco/skill/0e5affa0-705e-4b19-94e8-19e902e0287d,  + Dodano: analyse decentralised applications
http://data.europa.eu/esco/skill/8b2841a0-3674-448c-8551-047443f4f7a5,"  - Staro: manage ostrich breeding
  + Novo: breed ostriches "
http://data.europa.eu/esco/skill/3dc6fd8e-6ff7-432e-a262-04d487858efb,"  - Staro: install hardware
  + Novo: assemble hardware components"
http://data.europa.eu/esco/skill/562f8c64-44f7-4e58-b34b-d3b3a9ffd64a,"  - Staro: operate sewage treatment plants on ships
  + Novo: operate sewage treatment plans on ships"
http://data.europa.eu/esco/skill/5f8e1bde-a2f9-4742-a4f4-309dfc2f6311,  + Dodano: set up additive manufacturing systems
http://data.europa.eu/esco/skill/7c3af444-676d-4506-8469-7eb4302c52ba,  + Dodano: develop rubber compound formulas
http://data.europa.eu/esco/skill/0aabb61b-5382-490a-bf44-375858f9cd3e,  + Dodano: types of tidal stream generators
http://data.europa.eu/esco/skill/03ae1add-eecd-46b1-8117-742b4d7666d4,  - Odstranjeno: work in an economically efficient manner
http://data.europa.eu/esco/skill/2021d875-34fb-45c1-9db9-8e64a383c48f,"  - Staro: prepare and execute regular safety exercises
  + Novo: prepare safety exercises on ships"
http://data.europa.eu/esco/skill/48f8c67f-33d8-46a2-bd92-8b8ec9a20b7f,  - Odstranjeno: edit greeting card sentiments
http://data.europa.eu/esco/skill/97b473ae-8535-498d-9999-cc77549c5e50,  + Dodano: identify fitted source for heat pumps
http://data.europa.eu/esco/skill/acc74047-f59f-4935-afc0-45ec43b9b57a,"  - Staro: part requirements
  + Novo: define part requirements"
http://data.europa.eu/esco/skill/09e7cd13-ea36-4694-afe5-f34373759392,"  - Staro: impart training on general quality management supervision
  + Novo: provide training on quality management supervision"
http://data.europa.eu/esco/skill/5284ecee-93dd-4145-a3c0-584af836c69e,  + Dodano: use e-tourism platforms
http://data.europa.eu/esco/skill/2aa071f3-fd16-4015-8936-c673d1b400d8,  - Odstranjeno: map out customer requirements into pragmatic actions
http://data.europa.eu/esco/skill/29c60c96-d71c-4a6e-ad81-fca0a4e48925,  + Dodano: habitat restoration
http://data.europa.eu/esco/skill/f9a6f35b-01a7-40c9-8b61-b6ee46f97272,  + Dodano: operating systems
http://data.europa.eu/esco/skill/bbcc7e1b-3d4d-4422-9fac-efd636eb9de4,  + Dodano: lead the sustainability reporting process
http://data.europa.eu/esco/skill/e9ff446f-6a8a-4e35-a611-176508964be3,  + Dodano: alternative fuels
http://data.europa.eu/esco/skill/fa01b6c3-82e0-43f1-af78-fd57f832e09a,"  - Staro: manage patient medicines
  + Novo: monitor patients' medication"
http://data.europa.eu/esco/skill/e809c833-67ae-435e-9c30-8f0a067070dc,"  - Staro: consult to produce single malt beverages
  + Novo: consult on malt beverages"
http://data.europa.eu/esco/skill/58ee1bf5-3409-40d1-a8d6-21c1208a46f6,  - Odstranjeno: advise patients on health and lifestyle issues
http://data.europa.eu/esco/skill/899e57b3-b1a6-44c6-95d8-faa058294366,  + Dodano: support community-based tourism
http://data.europa.eu/esco/skill/abfdff24-e825-4ab5-9260-12b92363be83,"  - Staro: facilitate appropriate compositional structures in dance
  + Novo: facilitate compositional structures in dance"
http://data.europa.eu/esco/skill/a9e6718b-b9d8-44c2-b06e-85ceed9d144c,  - Odstranjeno: use logical reasoning
http://data.europa.eu/esco/skill/267399ec-f364-4892-9265-906b413583ce,  - Odstranjeno: check the quality of raw materials at reception
http://data.europa.eu/esco/skill/08236fee-c405-4f30-8858-f10d7d5c94b7,  + Dodano: operate media integration systems
http://data.europa.eu/esco/skill/38f77aff-980c-438a-804a-b02671fb5f9b,  - Odstranjeno: preserve stocked items
http://data.europa.eu/esco/skill/d1b289f0-03c5-44bd-bedd-56eb678d33b6,  + Dodano: measure physical phenomena in healthcare
http://data.europa.eu/esco/skill/e8664a7b-aef5-4db7-89c6-fe50ba22ef07,"  - Staro: measure working time in footwear and leather goods production
  + Novo: measure working time in goods production"
http://data.europa.eu/esco/skill/38716afc-a93b-44ab-96cc-2ecf67edcf32,  + Dodano: do cloud refactoring
http://data.europa.eu/esco/skill/c152e2a2-db0d-4d8f-b25c-ef474c83a9c0,  - Odstranjeno: reflect on practice
http://data.europa.eu/esco/skill/8034a1ea-5ee0-4a84-8fd3-16411c8d86fb,  + Dodano: agroforestry
http://data.europa.eu/esco/skill/c69436b3-00ad-44e2-b240-a40cf166d0f4,  - Odstranjeno: provide investment advice
http://data.europa.eu/esco/skill/00c04e40-35ea-4ed1-824c-82f936c8f876,"  - Staro: Incremental development
  + Novo: incremental development"
http://data.europa.eu/esco/skill/999286f1-22d9-4950-9422-89bd45265a5f,  - Odstranjeno: maintain relationships with stakeholders
http://data.europa.eu/esco/skill/e52f7982-8e94-4325-9922-751d1195cb4a,"  - Staro: perform air-cured methods for tobacco
  + Novo: air-cure tobacco"
http://data.europa.eu/esco/skill/e54dc9c5-0f7f-4503-9776-efff47902602,"  - Staro: Motivate patiens
  + Novo: use techniques to increase patients' motivation"
http://data.europa.eu/esco/skill/33e584f9-ff7a-4979-bfc0-5a3a374a145a,  + Dodano: social network analysis
http://data.europa.eu/esco/skill/32f20d0e-d127-4901-a971-a53e26dfef14,  + Dodano: advise customers on smart homes technology
http://data.europa.eu/esco/skill/1448431a-4fe5-4ca3-83db-665e0df3f130,  - Odstranjeno: conduct cleaning tasks
http://data.europa.eu/esco/skill/0cf3117a-c627-48e0-8d55-65b0f4557ae5,  + Dodano: apply sustainable tillage techniques
http://data.europa.eu/esco/skill/3c834f6e-523a-49ee-8ed1-e073e28ae6fe,"  - Staro: develop communication strategies
  + Novo: develop communications strategies"
http://data.europa.eu/esco/skill/6ab316ef-985c-45d8-85a5-79c774d2728d,"  - Staro: plan vessel pilotage
  + Novo: plan pilotage"
http://data.europa.eu/esco/skill/36aa8d72-84b2-4abc-a30b-cdee19363cb3,"  - Staro: carry out measurements of parts
  + Novo: measure parts of manufactured products"
http://data.europa.eu/esco/skill/bce60ecd-ceee-4dbd-b619-70c9789ec634,  + Dodano: test tightness and pressure of refrigeration circuits
http://data.europa.eu/esco/skill/eccf3b4f-881f-4ae6-b96a-666be929d780,  + Dodano: access to documents regulations 
http://data.europa.eu/esco/skill/739013e4-79ee-4026-b341-f0733ff210a1,  - Odstranjeno: assist equipment operation
http://data.europa.eu/esco/skill/eefe0ee1-273b-470c-b67a-a80667a3cfd4,  - Odstranjeno: be empathic to production team
http://data.europa.eu/esco/skill/559106f8-b7bb-4b56-80a7-16c9c1cdf830,"  - Staro: handle shipment risks
  + Novo: manage shipment risks"
http://data.europa.eu/esco/skill/45bd49b2-2e24-4279-89a8-b5ae84e8acf2,  + Dodano: fit contact lenses
http://data.europa.eu/esco/skill/68ef0e4d-5542-4e64-84f4-752cce5a3c22,  + Dodano: statistical modeling techniques
http://data.europa.eu/esco/skill/e5beeff8-7c98-490a-ae2c-16fbb6a87305,  + Dodano: manage keys for data protection
http://data.europa.eu/esco/skill/6b305973-8993-475f-bd8a-daf037c61401,"  + Dodano: organise information, objects and resources"
http://data.europa.eu/esco/skill/82d50117-db00-400f-9f09-708857ef59c2,"  - Staro: prepare continuity reports
  + Novo: prepare film continuity reports"
http://data.europa.eu/esco/skill/1cdd0afe-196f-4d8a-924f-4d7473cce3c7,  + Dodano: battery management systems
http://data.europa.eu/esco/skill/686a7176-712d-4b7c-8afd-6abe8346d1be,"  - Staro: manage duck breeding
  + Novo: breed ducks "
http://data.europa.eu/esco/skill/e9074972-04aa-4570-be94-f0d2b6ba6e1c,"  - Staro: take weather conditions into account
  + Novo: consider weather conditions in flight decisions "
http://data.europa.eu/esco/skill/80d8e893-44ef-442a-a796-f1660acd570e,  + Dodano: LED lighting components
http://data.europa.eu/esco/skill/39b2f4dc-86b7-4bf9-94df-01771a56e042,"  - Staro: order products
  + Novo: arrange ordering of products for customers"
http://data.europa.eu/esco/skill/e8edc3cf-b12b-4ffc-8546-3657a00ca604,"  - Staro: manage flammable substances
  + Novo: handle flammable substances"
http://data.europa.eu/esco/skill/70745d59-51c2-43fe-81cf-d82e9827e551,"  - Staro: clean the cage
  + Novo: clean fish cage"
http://data.europa.eu/esco/skill/06a4004d-ee47-44ff-ae2f-a038ba0c0256,  + Dodano: perform a feasibility study on mini wind power
http://data.europa.eu/esco/skill/e724205b-6b9a-45b4-b629-cd32a6c80b4f,"  - Staro: employ foreign languages in care
  + Novo: use foreign languages in patient care"
http://data.europa.eu/esco/skill/409a0245-0e6c-4aac-ba16-0920ecb76a8d,"  - Staro: perform self-assessment
  + Novo: exercise self-reflection"
http://data.europa.eu/esco/skill/90cac92e-bda6-4739-a754-6a2172df7c2f,"  - Staro: pipeline transport regulations;
  + Novo: comply with pipeline transport regulations"
http://data.europa.eu/esco/skill/29cd7e7b-215c-483a-b67a-6bdad0647de9,  + Dodano: develop procurement strategy
http://data.europa.eu/esco/skill/75e48971-3242-4ea5-a1ba-4deec48ad41c,"  - Staro: plan teamwork
  + Novo: manage teamwork"
http://data.europa.eu/esco/skill/5da42cfd-1da8-4e4f-b68e-4f821d005fc5,  + Dodano: virtual reality
http://data.europa.eu/esco/skill/e671c957-b998-49df-b630-7908806966f1,"  - Staro: inform customers on environmental protection
  + Novo: inform customers environmental protection"
http://data.europa.eu/esco/skill/af243be5-28e2-4358-a4d0-e91f3d5fa5e7,  - Odstranjeno: harvest live aquatic species
http://data.europa.eu/esco/skill/c1e2f8ab-43e1-49c7-8427-8923b90922c2,"  - Staro: meet with clients for legal services
  + Novo: advise on legal services"
http://data.europa.eu/esco/skill/495ce586-09d7-4cec-83d7-2821be6590c4,  + Dodano: smart contract programming languages
http://data.europa.eu/esco/skill/1f403e44-7a79-4b91-b86a-e406208be161,"  - Staro: possess visual literacy
  + Novo: interpret visual literacy"
http://data.europa.eu/esco/skill/1063b061-329e-4212-8db4-ab936dc60efc,  + Dodano: environmental economics
http://data.europa.eu/esco/skill/44d5340c-45df-4478-9e55-2363342a7324,  + Dodano: design building retrofitting solutions
http://data.europa.eu/esco/skill/8be4540d-db79-4213-8820-bda0d3fb74a7,  + Dodano: aeroponics
http://data.europa.eu/esco/skill/12274664-b642-4945-b88f-d7787dc3c9dd,  + Dodano: design interaction model
http://data.europa.eu/esco/skill/71f300f0-9c5d-4043-b57a-223fa00d8b1e,"  - Staro: stir cement mixture
  + Novo: stir rubber cement mixture"
http://data.europa.eu/esco/skill/bb2a71c4-ff2e-47cf-ab44-684797a1ee5d,  + Dodano: computational mechanics
http://data.europa.eu/esco/skill/175523c0-722a-4de6-adc0-6d47684c408a,  - Odstranjeno: advise contractors
http://data.europa.eu/esco/skill/163f98f3-a8a7-4008-be49-87f4c7d27738,"  - Staro: advise customers on usage of medical products
  + Novo: advise on medical products"
http://data.europa.eu/esco/skill/b4c65789-c02d-4980-829f-4925ec4042bb,  - Odstranjeno: send medical samples
http://data.europa.eu/esco/skill/6be60dda-a0d8-490e-9d24-df7c7003d41f,"  - Staro: conduct veterinary client consultation
  + Novo: conduct veterinary consultation"
